Qiymet,Tarix,Baxısh,Elan,Emlak,Kategoriya,Mertebe,Sahe,Otag sayı,Çıxarısh,İpoteka,Adres,Umumi Mertebe sayi
146000,,73,281280,Bina evi menzil,Yeni,17,69.0,3,var,,Sumqayıt 16-cı məhəllə,17
85000,,60,269125,Bina evi menzil,Köhnə,9,54.0,2,var,,Sumqayıt 9-cu mikrorayon,9
62500,,3079,235652,Bina evi menzil,Köhnə,4,56.0,2,var,,Sumqayıt Hacı Zeynalabdin,5
82000,,148,272628,Bina evi menzil,Köhnə,3,45.0,2,var,,Sumqayıt 10-cu mikrorayon,5
120000,,268,312489,Bina evi menzil,Köhnə,4,90.0,4,var,,Sumqayıt 4-cü mikrorayon,5
132000,,112,312511,Bina evi menzil,Köhnə,4,90.0,4,var,,Sumqayıt 9-cu mikrorayon,9
90000,,204,312505,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 45-ci məhəllə,5
148000,,265,269487,Bina evi menzil,Köhnə,2,85.0,3,yox,,Sumqayıt 1-ci məhəllə,4
53900,,57,312502,Bina evi menzil,Köhnə,4,32.0,1,var,,Sumqayıt 4-cü mikrorayon,5
100000,,175,312500,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 10-cu mikrorayon,5
85000,,283,306731,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt 1-ci mikrorayon,5
117500,,191,309722,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 4-cü mikrorayon,5
89000,,221,276783,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 18-ci mikrorayon,9
57000,,178,289454,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 8-ci mikrorayon,5
100000,,95,312460,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 11-ci mikrorayon,5
98000,,205,158721,Bina evi menzil,Köhnə,5,85.0,3,var,,Sumqayıt 12-ci mikrorayon,5
118000,,175,312452,Bina evi menzil,Köhnə,1,120.0,4,var,,Sumqayıt 9-cu mikrorayon,5
140000,,140,192201,Bina evi menzil,Yeni,16,90.0,3,var,,Sumqayıt 16-cı məhəllə,17
130000,,93,112268,Bina evi menzil,Yeni,12,80.0,2,var,,Sumqayıt 14-cü məhəllə,15
115000,,132,191229,Bina evi menzil,Yeni,5,113.0,3,var,,Sumqayıt 76-cı məhəllə,10
480000,,177,174487,Bina evi menzil,Yeni,7,219.0,4,var,,Sumqayıt Sumqayıt Bulvarı,12
105000,,138,193587,Bina evi menzil,Yeni,3,52.0,1,yox,,Sumqayıt Sumqayıt Bulvarı,10
155000,,98,161503,Bina evi menzil,Yeni,1,96.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
199000,,90,988158,Bina evi menzil,Yeni,9,120.0,3,var,,Sumqayıt 17-ci məhəllə,12
126000,,152,202947,Bina evi menzil,Yeni,2,121.0,3,var,,Sumqayıt 6-cı mikrorayon,12
90000,,146,148051,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 1-ci mikrorayon,5
88000,,71,312437,Bina evi menzil,Yeni,13,56.5,2,var,,Sumqayıt 15-ci məhəllə,15
98000,,169,211826,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 1-ci mikrorayon,5
86000,,153,312409,Bina evi menzil,Köhnə,4,80.0,3,var,,Sumqayıt 29-cu məhəllə,4
156500,,144,154831,Bina evi menzil,Yeni,14,116.5,3,yox,,Sumqayıt Sumqayıt Bulvarı,14
110000,,87,277175,Bina evi menzil,Köhnə,3,65.0,3,var,,Sumqayıt 2-ci mikrorayon,5
55000,,325,312393,Bina evi menzil,Yeni,6,49.0,2,yox,,Sumqayıt 76-cı məhəllə,14
110000,,97,157452,Bina evi menzil,Köhnə,1,93.0,4,var,,Sumqayıt 6-cı mikrorayon,9
165000,,134,312361,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 1-ci məhəllə,4
110000,,77,275623,Bina evi menzil,Yeni,14,57.0,2,var,,Sumqayıt 15-ci məhəllə,15
102000,,78,275651,Bina evi menzil,Yeni,14,52.0,2,var,,Sumqayıt 15-ci məhəllə,15
190000,,328,275930,Bina evi menzil,Yeni,3,95.0,3,yox,,Sumqayıt Sumqayıt şəh.,9
120000,,95,270831,Bina evi menzil,Köhnə,3,68.1,3,var,,Sumqayıt 41-ci məhəllə,5
139000,,83,231653,Bina evi menzil,Yeni,10,97.0,2,var,,Sumqayıt 19-cu məhəllə,16
98000,,77,233523,Bina evi menzil,Köhnə,4,62.0,3,var,,Sumqayıt 36-cı məhəllə,5
30000,,174,312121,Bina evi menzil,Köhnə,2,20.0,1,var,,Sumqayıt 29-cu məhəllə,3
84000,,132,312116,Bina evi menzil,Yeni,2,57.0,3,var,,Sumqayıt Sumqayıt şəh.,9
59000,,104,285873,Bina evi menzil,Köhnə,1,55.0,3,var,,Sumqayıt 14-cü məhəllə,4
92000,,97,309706,Bina evi menzil,Köhnə,4,80.0,3,var,,Sumqayıt 17-ci mikrorayon,5
86000,,155,300370,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 10-cu mikrorayon,5
66000,,126,312049,Bina evi menzil,Yeni,14,110.0,3,var,,Sumqayıt Ceyranbatan qəs.,15
340000,,155,275816,Bina evi menzil,Yeni,7,116.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
53900,,103,311907,Bina evi menzil,Köhnə,4,30.0,1,var,,Sumqayıt 4-cü mikrorayon,5
56500,,85,246847,Bina evi menzil,Köhnə,1,38.0,1,var,,Sumqayıt 41-ci məhəllə,5
63000,,109,311742,Bina evi menzil,Köhnə,3,35.0,1,var,,Sumqayıt 41-ci məhəllə,5
32000,,700,311737,Bina evi menzil,Yeni,1,70.0,2,var,,Sumqayıt Sumqayıt Bulvarı,9
45000,,268,311723,Bina evi menzil,Yeni,9,45.0,2,var,,Sumqayıt Sumqayıt şəh.,11
172000,,129,209338,Bina evi menzil,Yeni,4,100.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,10
75000,,87,309542,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 8-ci mikrorayon,5
75000,,103,311706,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 8-ci mikrorayon,5
61000,,241,311687,Bina evi menzil,Köhnə,2,40.0,2,var,,Sumqayıt 3-cü mikrorayon,5
155000,,110,286721,Bina evi menzil,Yeni,2,96.0,3,var,,Sumqayıt 5-ci mikrorayon,10
80000,,106,311674,Bina evi menzil,Köhnə,5,48.0,3,var,,Sumqayıt 17-ci mikrorayon,5
112000,,96,271312,Bina evi menzil,Köhnə,4,88.0,4,var,,Sumqayıt 10-cu mikrorayon,9
74400,,155,303602,Bina evi menzil,Yeni,6,62.0,1,var,,Sumqayıt 16-cı məhəllə,17
585000,,105,311610,Bina evi menzil,Yeni,11,450.0,8,var,,Sumqayıt Sumqayıt Bulvarı,12
75000,,112,311577,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
61000,,188,311519,Bina evi menzil,Köhnə,2,40.0,1,var,,Sumqayıt 9-cu mikrorayon,5
60000,,115,166504,Bina evi menzil,Köhnə,4,43.0,1,var,,Sumqayıt 9-cu mikrorayon,9
63000,,100,311466,Bina evi menzil,Köhnə,3,40.0,1,var,,Sumqayıt 41-ci məhəllə,5
73000,,129,311054,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
85000,,117,311359,Bina evi menzil,Köhnə,3,56.0,2,var,,Sumqayıt 13-cü mikrorayon,5
105000,,100,311349,Bina evi menzil,Köhnə,5,75.0,3,var,,Sumqayıt 9-cu mikrorayon,5
108000,,72,311346,Bina evi menzil,Yeni,2,72.0,2,var,,Sumqayıt 1-ci mikrorayon,12
74500,,82,159143,Bina evi menzil,Köhnə,1,54.0,2,var,,Sumqayıt 12-ci mikrorayon,5
108000,,81,311330,Bina evi menzil,Yeni,2,72.0,2,var,,Sumqayıt 1-ci mikrorayon,12
110000,,85,311273,Bina evi menzil,Yeni,14,57.0,2,var,,Sumqayıt Sumqayıt şəh.,15
102000,,74,311267,Bina evi menzil,Yeni,14,52.0,2,var,,Sumqayıt Sumqayıt şəh.,15
95000,,118,311249,Bina evi menzil,Yeni,9,47.0,2,var,,Sumqayıt Sumqayıt şəh.,15
97000,,129,308222,Bina evi menzil,Köhnə,2,67.0,3,var,,Sumqayıt 5-ci mikrorayon,5
52500,,93,311194,Bina evi menzil,Köhnə,1,30.0,1,var,,Sumqayıt 14-cü məhəllə,4
110000,,138,273933,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 3-cü mikrorayon,5
75000,,131,311178,Bina evi menzil,Yeni,8,50.0,2,var,,Sumqayıt 6-cı mikrorayon,12
93000,,221,311140,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 1-ci mikrorayon,5
80000,,244,192154,Bina evi menzil,Köhnə,1,75.0,3,var,,Sumqayıt 10-cu mikrorayon,9
90900,,236,309839,Bina evi menzil,Yeni,4,61.0,2,var,,Sumqayıt 16-cı məhəllə,19
110000,,80,311131,Bina evi menzil,Yeni,4,57.0,2,var,,Sumqayıt 15-ci məhəllə,15
75000,,397,311130,Bina evi menzil,Yeni,16,91.0,3,var,,Sumqayıt 9-cu mikrorayon,16
67500,,349,311124,Bina evi menzil,Köhnə,2,70.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
57500,,229,309555,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
115000,,183,152098,Bina evi menzil,Köhnə,7,90.0,4,var,,Sumqayıt 18-ci mikrorayon,9
68000,,160,311070,Bina evi menzil,Köhnə,4,60.0,3,var,,Sumqayıt Hacı Zeynalabdin,5
77000,,185,935292,Bina evi menzil,Köhnə,4,54.0,2,var,,Sumqayıt 17-ci mikrorayon,5
72000,,99,205606,Bina evi menzil,Köhnə,5,56.0,2,var,,Sumqayıt 17-ci mikrorayon,5
83500,,154,269014,Bina evi menzil,Köhnə,1,105.0,4,var,,Sumqayıt 17-ci mikrorayon,5
68000,,117,202569,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
83500,,109,300046,Bina evi menzil,Köhnə,2,57.0,2,var,,Sumqayıt 17-ci mikrorayon,9
65500,,146,114419,Bina evi menzil,Köhnə,4,53.0,2,var,,Sumqayıt 11-ci mikrorayon,5
120000,,137,310917,Bina evi menzil,Köhnə,4,75.0,4,var,,Sumqayıt 4-cü mikrorayon,5
109000,,97,236870,Bina evi menzil,Yeni,5,65.2,2,var,,Sumqayıt 16-cı məhəllə,16
105000,,129,240177,Bina evi menzil,Yeni,3,52.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,10
98000,,81,237559,Bina evi menzil,Yeni,10,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
117000,,71,233854,Bina evi menzil,Köhnə,9,85.0,4,var,,Sumqayıt 13-cü mikrorayon,9
108000,,97,226896,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 17-ci mikrorayon,5
130000,,120,202191,Bina evi menzil,Köhnə,3,80.0,4,var,,Sumqayıt 5-ci mikrorayon,5
102000,,125,269223,Bina evi menzil,Yeni,3,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
65000,,108,135786,Bina evi menzil,Yeni,10,78.0,2,var,,Sumqayıt Sumqayıt şəh.,14
76000,,94,236125,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
98000,,111,231634,Bina evi menzil,Yeni,13,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
85000,,79,275069,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
180000,,152,159455,Bina evi menzil,Yeni,3,126.0,4,var,,Sumqayıt 6-cı mikrorayon,12
61000,,97,310840,Bina evi menzil,Köhnə,5,38.0,1,var,,Sumqayıt 10-cu mikrorayon,5
129000,,158,310804,Bina evi menzil,Yeni,11,90.0,3,var,,Sumqayıt 9-cu mikrorayon,14
112000,,89,309058,Bina evi menzil,Köhnə,4,75.0,3,var,,Sumqayıt 13-cü mikrorayon,5
182000,,149,310756,Bina evi menzil,Yeni,5,181.3,4,var,,Sumqayıt 44-cü məhəllə,15
182000,,107,310741,Bina evi menzil,Yeni,4,181.3,4,var,,Sumqayıt 44-cü məhəllə,15
95000,,121,310695,Bina evi menzil,Köhnə,2,78.0,3,var,,Sumqayıt 48-ci məhəllə,5
82000,,69,704115,Bina evi menzil,Köhnə,3,52.0,2,var,,Sumqayıt 10-cu mikrorayon,5
115000,,77,982378,Bina evi menzil,Yeni,11,96.0,2,var,,Sumqayıt 40-cı məhəllə,16
106000,,68,256761,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
85000,,57,174995,Bina evi menzil,Köhnə,2,57.0,2,var,,Sumqayıt 17-ci mikrorayon,9
94000,,76,260610,Bina evi menzil,Köhnə,2,95.0,3,var,,Sumqayıt 48-ci məhəllə,5
107000,,122,310619,Bina evi menzil,Köhnə,9,70.0,3,var,,Sumqayıt 13-cü mikrorayon,9
67000,,61,274635,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 4-cü mikrorayon,5
61000,,112,310594,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 2-ci mikrorayon,5
150000,,195,310555,Bina evi menzil,Yeni,3,92.0,3,var,,Sumqayıt Sumqayıt Bulvarı,7
99000,,229,154876,Bina evi menzil,Yeni,2,100.0,3,var,,Sumqayıt Ceyranbatan qəs.,7
76000,,203,310550,Bina evi menzil,Köhnə,1,60.0,3,var,,Sumqayıt 12-ci mikrorayon,5
123000,,137,306241,Bina evi menzil,Yeni,7,96.0,3,var,,Sumqayıt 40-cı məhəllə,16
57500,,305,310511,Bina evi menzil,Yeni,3,36.0,1,var,,Sumqayıt 10-cu mikrorayon,16
66500,,110,310468,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 2-ci mikrorayon,5
145000,,94,310496,Bina evi menzil,Yeni,7,93.0,3,var,,Sumqayıt 1-ci mikrorayon,10
69000,,127,154904,Bina evi menzil,Yeni,8,84.0,3,yox,,Sumqayıt 76-cı məhəllə,16
140000,,83,154951,Bina evi menzil,Köhnə,3,100.0,4,var,,Sumqayıt 5-ci məhəllə,3
115000,,155,207039,Bina evi menzil,Köhnə,3,73.0,3,var,,Sumqayıt 9-cu mikrorayon,9
108000,,82,162372,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 17-ci mikrorayon,5
85000,,150,209277,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 3-cü məhəllə,4
110000,,55,154896,Bina evi menzil,Köhnə,5,80.0,3,var,,Sumqayıt 9-cu mikrorayon,5
102000,,72,154900,Bina evi menzil,Köhnə,5,80.0,3,var,,Sumqayıt 11-ci mikrorayon,5
55000,,293,310444,Bina evi menzil,Yeni,4,50.0,1,yox,,Sumqayıt 1-ci mikrorayon,12
78000,,79,274880,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 8-ci mikrorayon,5
95000,,78,310406,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
129000,,67,300386,Bina evi menzil,Yeni,12,80.0,2,var,,Sumqayıt 14-cü məhəllə,16
85000,,137,310313,Bina evi menzil,Köhnə,3,58.0,2,var,,Sumqayıt 2-ci mikrorayon,5
118000,,106,310033,Bina evi menzil,Yeni,9,96.0,2,var,,Sumqayıt 13-cü mikrorayon,14
95000,,75,310300,Bina evi menzil,Köhnə,2,58.0,2,var,,Sumqayıt 17-ci mikrorayon,5
125000,,157,310276,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 6-cı mikrorayon,9
75000,,60,279583,Bina evi menzil,Köhnə,5,68.0,3,var,,Sumqayıt 2-ci mikrorayon,5
125000,,164,309644,Bina evi menzil,Yeni,15,113.1,4,yox,,Sumqayıt 76-cı məhəllə,17
85000,,182,276545,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 9-cu mikrorayon,9
69500,,89,309975,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 5-ci mikrorayon,5
63000,,457,309943,Bina evi menzil,Yeni,4,60.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
95500,,97,245955,Bina evi menzil,Köhnə,2,95.0,4,var,,Sumqayıt 48-ci məhəllə,5
75000,,81,309929,Bina evi menzil,Köhnə,4,47.0,2,var,,Sumqayıt 8-ci mikrorayon,5
86000,,112,268503,Bina evi menzil,Yeni,11,115.0,3,yox,,Sumqayıt 8-ci mikrorayon,16
155000,,82,263697,Bina evi menzil,Yeni,2,96.0,3,var,,Sumqayıt 5-ci mikrorayon,10
128000,,175,263531,Bina evi menzil,Yeni,9,107.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,12
200000,,115,121193,Bina evi menzil,Yeni,4,145.0,4,var,,Sumqayıt 44-cü məhəllə,15
73500,,71,261491,Bina evi menzil,Yeni,11,54.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
196000,,109,960790,Bina evi menzil,Yeni,11,437.0,8,var,,Sumqayıt 1-ci mikrorayon,11
125000,,50,970298,Bina evi menzil,Köhnə,1,84.6,4,var,,Sumqayıt 17-ci mikrorayon,9
70900,,107,309833,Bina evi menzil,Köhnə,5,50.0,3,var,,Sumqayıt 2-ci mikrorayon,5
100000,,62,173770,Bina evi menzil,Köhnə,5,75.8,3,var,,Sumqayıt 17-ci mikrorayon,5
120000,,79,309799,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 4-cü mikrorayon,5
48000,,183,309797,Bina evi menzil,Köhnə,1,32.0,1,var,,Sumqayıt 8-ci mikrorayon,5
67000,,112,309784,Bina evi menzil,Köhnə,7,40.0,1,var,,Sumqayıt 10-cu mikrorayon,9
90000,,78,309783,Bina evi menzil,Köhnə,3,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
56000,,80,309112,Bina evi menzil,Köhnə,3,33.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
100000,,101,309759,Bina evi menzil,Yeni,14,81.0,3,yox,,Sumqayıt 76-cı məhəllə,16
73000,,96,309755,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
130000,,63,141791,Bina evi menzil,Köhnə,3,84.0,3,var,,Sumqayıt 17-ci məhəllə,3
65500,,88,150192,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 11-ci mikrorayon,5
195000,,83,309754,Bina evi menzil,Yeni,14,124.0,3,var,,Sumqayıt 16-cı məhəllə,16
95000,,120,213628,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 9-cu mikrorayon,5
66000,,118,291090,Bina evi menzil,Köhnə,3,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
58000,,99,301189,Bina evi menzil,Köhnə,5,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
80000,,84,301955,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 8-ci mikrorayon,5
90000,,96,303032,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 1-ci mikrorayon,5
90000,,85,309736,Bina evi menzil,Köhnə,2,65.0,3,var,,Sumqayıt 18-ci məhəllə,2
62000,,131,261677,Bina evi menzil,Köhnə,1,46.0,2,var,,Sumqayıt 8-ci mikrorayon,5
118000,,114,207046,Bina evi menzil,Köhnə,3,104.5,3,Sumqayıt,,,10
70000,,89,205763,Bina evi menzil,Köhnə,4,47.0,2,var,,Sumqayıt 2-ci mikrorayon,5
54000,,219,301086,Bina evi menzil,Köhnə,2,32.0,1,var,,Sumqayıt 8-ci mikrorayon,5
90000,,165,309663,Bina evi menzil,Köhnə,3,47.0,2,var,,Sumqayıt 1-ci mikrorayon,5
69800,,123,309659,Bina evi menzil,Yeni,12,42.0,1,var,,Sumqayıt 6-cı mikrorayon,13
95000,,164,309658,Bina evi menzil,Köhnə,2,60.0,2,var,,Sumqayıt 17-ci mikrorayon,5
105000,,142,309654,Bina evi menzil,Köhnə,4,74.0,3,var,,Sumqayıt 5-ci mikrorayon,5
56500,,119,268420,Bina evi menzil,Köhnə,3,30.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
117000,,133,309641,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 4-cü mikrorayon,5
122000,,116,309189,Bina evi menzil,Köhnə,1,110.0,5,var,,Sumqayıt 9-cu mikrorayon,5
61000,,134,309624,Bina evi menzil,Köhnə,5,40.0,1,var,,Sumqayıt 18-ci mikrorayon,5
74000,,162,309622,Bina evi menzil,Köhnə,2,53.0,2,var,,Sumqayıt 5-ci mikrorayon,5
73000,,151,309620,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 11-ci mikrorayon,5
90000,,158,309617,Bina evi menzil,Köhnə,3,52.0,2,var,,Sumqayıt 1-ci mikrorayon,5
59500,,144,309613,Bina evi menzil,Köhnə,2,30.0,1,var,,Sumqayıt 2-ci mikrorayon,5
350000,,115,128248,Bina evi menzil,Yeni,15,155.0,4,var,,Sumqayıt 16-cı məhəllə,16
74000,,136,309598,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 5-ci mikrorayon,5
74000,,109,309594,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 5-ci mikrorayon,5
61000,,147,309583,Bina evi menzil,Köhnə,3,34.0,1,var,,Sumqayıt 36-cı məhəllə,5
155000,,164,284912,Bina evi menzil,Yeni,4,104.0,3,var,,Sumqayıt 1-ci mikrorayon,10
250000,,201,309571,Bina evi menzil,Yeni,13,137.0,3,var,,Sumqayıt 14-cü məhəllə,15
108000,,136,268135,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 9-cu mikrorayon,5
90000,,93,243695,Bina evi menzil,Köhnə,9,74.6,3,var,,Sumqayıt 17-ci mikrorayon,9
110000,,90,309557,Bina evi menzil,Köhnə,2,72.0,3,Sumqayıt,,,5
62000,,178,309532,Bina evi menzil,Köhnə,1,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
73000,,100,309498,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 11-ci mikrorayon,5
182000,,109,279074,Bina evi menzil,Yeni,3,94.0,3,var,,Sumqayıt 6-cı mikrorayon,11
70000,,98,272708,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 1-ci mikrorayon,5
61000,,117,309436,Bina evi menzil,Köhnə,5,47.0,2,var,,Sumqayıt 1-ci mikrorayon,5
112000,,133,309423,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 13-cü mikrorayon,5
120000,,81,309403,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 4-cü mikrorayon,5
106000,,104,309381,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
73000,,119,309379,Bina evi menzil,Köhnə,1,58.0,2,var,,Sumqayıt 12-ci mikrorayon,5
112000,,123,309372,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 13-cü mikrorayon,5
162000,,122,309336,Bina evi menzil,Yeni,7,144.0,3,yox,,,16
137000,,126,273369,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 11-ci mikrorayon,5
74000,,71,198675,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
120000,,168,309320,Bina evi menzil,Köhnə,4,65.0,4,var,,Sumqayıt 4-cü mikrorayon,5
180000,,100,214766,Bina evi menzil,Yeni,2,145.0,3,var,,Sumqayıt 40-cı məhəllə,16
139000,,125,309260,Bina evi menzil,Yeni,9,97.0,2,var,,Sumqayıt 19-cu məhəllə,16
60000,,125,309259,Bina evi menzil,Köhnə,2,37.0,1,var,,Sumqayıt 13-cü mikrorayon,5
108000,,172,309213,Bina evi menzil,Köhnə,6,70.0,3,var,,Sumqayıt 6-cı mikrorayon,9
60000,,176,309054,Bina evi menzil,Köhnə,1,42.0,1,var,,Sumqayıt 9-cu mikrorayon,5
220000,,67,993563,Bina evi menzil,Yeni,14,147.0,3,var,,Sumqayıt 18-ci mikrorayon,14
112000,,75,231789,Bina evi menzil,Yeni,1,92.0,2,var,,Sumqayıt 40-cı məhəllə,16
182000,,82,816018,Bina evi menzil,Yeni,1,137.0,3,var,,Sumqayıt 40-cı məhəllə,16
120000,,83,173615,Bina evi menzil,Yeni,14,95.0,2,var,,Sumqayıt 36-cı məhəllə,14
125000,,68,116951,Bina evi menzil,Yeni,10,82.0,2,var,,Sumqayıt 17-ci məhəllə,12
97000,,137,172373,Bina evi menzil,Yeni,14,65.0,2,var,,Sumqayıt 16-cı məhəllə,17
90000,,58,112889,Bina evi menzil,Yeni,11,57.0,1,var,,Sumqayıt 17-ci məhəllə,12
156000,,101,129809,Bina evi menzil,Yeni,7,130.0,3,yox,,Sumqayıt 16-cı məhəllə,19
76000,,71,268123,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 19-cu məhəllə,2
104500,,69,305124,Bina evi menzil,Köhnə,2,72.0,3,var,,,5
92000,,108,309165,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 17-ci mikrorayon,5
80000,,64,261332,Bina evi menzil,Köhnə,1,48.0,2,var,,Sumqayıt 4-cü mikrorayon,5
61000,,120,308802,Bina evi menzil,Köhnə,5,40.0,1,var,,Sumqayıt 18-ci mikrorayon,5
89000,,80,234020,Bina evi menzil,Köhnə,1,67.0,3,var,,Sumqayıt 45-ci məhəllə,5
58000,,132,272067,Bina evi menzil,Köhnə,2,30.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
100000,,90,271806,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 13-cü mikrorayon,5
95000,,91,271754,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 3-cü məhəllə,4
189000,,54,271779,Bina evi menzil,Yeni,11,107.0,3,var,,Sumqayıt 6-cı mikrorayon,13
55000,,122,270198,Bina evi menzil,Köhnə,3,30.0,1,var,,Sumqayıt 14-cü məhəllə,5
115000,,74,271219,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 3-cü mikrorayon,5
185000,,67,269357,Bina evi menzil,Yeni,10,135.0,3,var,,Sumqayıt 44-cü məhəllə,15
90000,,68,269852,Bina evi menzil,Yeni,11,60.0,1,var,,Sumqayıt 14-cü məhəllə,16
120000,,102,223010,Bina evi menzil,Yeni,7,84.0,2,var,,Sumqayıt 6-cı mikrorayon,10
105000,,92,216193,Bina evi menzil,Köhnə,4,64.0,3,var,,Sumqayıt 3-cü mikrorayon,5
56000,,69,211171,Bina evi menzil,Köhnə,5,34.0,1,var,,Sumqayıt 41-ci məhəllə,5
85000,,107,279341,Bina evi menzil,Yeni,10,70.0,2,var,,Sumqayıt Sumqayıt şəh.,14
95000,,135,180086,Bina evi menzil,Yeni,3,80.0,3,var,,Sumqayıt Sumqayıt şəh.,14
84500,,53,295896,Bina evi menzil,Köhnə,5,56.0,2,var,,Sumqayıt 10-cu mikrorayon,5
55000,,162,290129,Bina evi menzil,Köhnə,2,33.0,1,var,,Sumqayıt 5-ci mikrorayon,5
71000,,153,210492,Bina evi menzil,Köhnə,4,56.0,2,var,,Sumqayıt 10-cu mikrorayon,9
78000,,150,238542,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
110000,,146,953313,Bina evi menzil,Yeni,6,70.0,3,yox,,Sumqayıt 19-cu məhəllə,12
103000,,710,308456,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 9-cu mikrorayon,5
